000000.000|    9328.0000kb|   9328.0000kb added| ALWAYS| Logging started at 2014-08-15T20:59:19.641
000005.607|  202004.0000kb|      0.0000kb added|  ERROR| Failed to load inhibitor_diff.dds
000005.607|  202004.0000kb|      0.0000kb added|   WARN| r3dTexture EX: inhibitor_diff.dds - not found. Dummy texture created.
000005.607|  202004.0000kb|      0.0000kb added|  ERROR| Can not open file <chaos_inhibitor_diff.dds> *********
000005.607|  202004.0000kb|      0.0000kb added|  ERROR| Failed to load chaos_inhibitor_diff.dds
000005.607|  202004.0000kb|      0.0000kb added|   WARN| r3dTexture EX: chaos_inhibitor_diff.dds - not found. Dummy texture created.
000005.607|  202004.0000kb|      0.0000kb added|  ERROR| Can not open file <grass_ground_new_dark.dds> *********
000005.607|  202004.0000kb|      0.0000kb added|  ERROR| Failed to load grass_ground_new_dark.dds
000005.607|  202004.0000kb|      0.0000kb added|   WARN| r3dTexture EX: grass_ground_new_dark.dds - not found. Dummy texture created.
000006.042|  222780.0000kb|  20776.0000kb added|  ERROR| Can not open file <TurretFortification.dds> *********
000006.042|  222780.0000kb|      0.0000kb added|  ERROR| Failed to load TurretFortification.dds
000006.042|  222780.0000kb|      0.0000kb added|   WARN| r3dTexture EX: TurretFortification.dds - not found. Dummy texture created.
000006.079|  225108.0000kb|   2328.0000kb added|  ERROR| Can not open file <TurretInitialArmor.dds> *********
000006.079|  225108.0000kb|      0.0000kb added|  ERROR| Failed to load TurretInitialArmor.dds
000006.079|  225108.0000kb|      0.0000kb added|   WARN| r3dTexture EX: TurretInitialArmor.dds - not found. Dummy texture created.
000008.763|  278412.0000kb|  53304.0000kb added| ALWAYS| GameWorld.Update()
000008.763|  278412.0000kb|      0.0000kb added| ALWAYS| Begin Game Object Update
000009.013|  290688.0000kb|  12276.0000kb added| ALWAYS| End Game Object Update
000009.257|  303672.0000kb|  12984.0000kb added|  ERROR| Can not open file <Summoner_fortify.dds> *********
000009.258|  303672.0000kb|      0.0000kb added|  ERROR| Failed to load Summoner_fortify.dds
000009.258|  303672.0000kb|      0.0000kb added|   WARN| r3dTexture EX: Summoner_fortify.dds - not found. Dummy texture created.
000009.367|  308748.0000kb|   5076.0000kb added|  ERROR| Can not open file <2051_Guardians_Horn_Counter.dds> *********
000009.367|  308748.0000kb|      0.0000kb added|  ERROR| Failed to load 2051_Guardians_Horn_Counter.dds
000009.367|  308748.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 2051_Guardians_Horn_Counter.dds - not found. Dummy texture created.
000009.372|  309188.0000kb|    440.0000kb added|  ERROR| Can not open file <055_Borses_Staff_of_Apocalypse.tga> *********
000009.372|  309188.0000kb|      0.0000kb added|  ERROR| Failed to load 055_Borses_Staff_of_Apocalypse.tga
000009.372|  309188.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 055_Borses_Staff_of_Apocalypse.tga - not found. Dummy texture created.
000009.417|  310568.0000kb|   1380.0000kb added|  ERROR| Can not open file <color-wraith_flicker.tga> *********
000009.417|  310568.0000kb|      0.0000kb added|  ERROR| Failed to load color-wraith_flicker.tga
000009.417|  310568.0000kb|      0.0000kb added|   WARN| r3dTexture EX: color-wraith_flicker.tga - not found. Dummy texture created.
000009.419|  310600.0000kb|     32.0000kb added|  ERROR| Failed to load mesh file name<wraith_hit.sco>.
000009.598|  319432.0000kb|   8832.0000kb added|  ERROR| Can not open file <2222_Transmutation_Crystal.dds> *********
000009.598|  319432.0000kb|      0.0000kb added|  ERROR| Failed to load 2222_Transmutation_Crystal.dds
000009.598|  319432.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 2222_Transmutation_Crystal.dds - not found. Dummy texture created.
000009.986|  331364.0000kb|  11932.0000kb added|  ERROR| Can not open file <3085.dds> *********
000009.986|  331364.0000kb|      0.0000kb added|  ERROR| Failed to load 3085.dds
000009.987|  331364.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 3085.dds - not found. Dummy texture created.
000010.005|  332948.0000kb|   1584.0000kb added|  ERROR| Can not open file <Soraka_heal_color.tga> *********
000010.005|  332948.0000kb|      0.0000kb added|  ERROR| Failed to load Soraka_heal_color.tga
000010.005|  332948.0000kb|      0.0000kb added|   WARN| r3dTexture EX: Soraka_heal_color.tga - not found. Dummy texture created.
000010.136|  333620.0000kb|    672.0000kb added|  ERROR| Can not open file <3154_WriggleLantern.dds> *********
000010.136|  333620.0000kb|      0.0000kb added|  ERROR| Failed to load 3154_WriggleLantern.dds
000010.136|  333620.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 3154_WriggleLantern.dds - not found. Dummy texture created.
000010.252|  340352.0000kb|   6732.0000kb added|  ERROR| Can not open file <3210_Instigator.dds> *********
000010.252|  340352.0000kb|      0.0000kb added|  ERROR| Failed to load 3210_Instigator.dds
000010.252|  340352.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 3210_Instigator.dds - not found. Dummy texture created.
000010.368|  348436.0000kb|   8084.0000kb added|  ERROR| Can not open file <color-teleportrings.tga> *********
000010.369|  348436.0000kb|      0.0000kb added|  ERROR| Failed to load color-teleportrings.tga
000010.369|  348436.0000kb|      0.0000kb added|   WARN| r3dTexture EX: color-teleportrings.tga - not found. Dummy texture created.
000010.443|  352312.0000kb|   3876.0000kb added|  ERROR| Can not open file <3400_Karache.dds> *********
000010.443|  352312.0000kb|      0.0000kb added|  ERROR| Failed to load 3400_Karache.dds
000010.443|  352312.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 3400_Karache.dds - not found. Dummy texture created.
000010.793|  399800.0000kb|  47488.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Menu_SC4/-nolink.dds" because it's not in the manifest.
000010.793|  399800.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :DATA/Menu_SC4/-nolink.dds
000010.794|  399800.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Menu_SC4/TurretTipImage.png-nolink.dds" because it's not in the manifest.
000010.794|  399800.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :DATA/Menu_SC4/TurretTipImage.png-nolink.dds
000010.794|  399800.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Menu_SC4/recapSplash.png-nolink.dds" because it's not in the manifest.
000010.794|  399800.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :DATA/Menu_SC4/recapSplash.png-nolink.dds
000012.730|  418700.0000kb|  18900.0000kb added| ALWAYS| PreloadGlobalEffects()
000012.730|  418700.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalEffects
000012.976|  462980.0000kb|  44280.0000kb added| ALWAYS| PreloadGlobalEffects Finished
000012.976|  462980.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalBuffAssets()
000012.985|  462980.0000kb|      0.0000kb added|  ERROR| Can not open file <48thSlave_Pacify.dds> *********
000012.985|  462980.0000kb|      0.0000kb added|  ERROR| Failed to load 48thSlave_Pacify.dds
000012.985|  462980.0000kb|      0.0000kb added|   WARN| r3dTexture EX: 48thSlave_Pacify.dds - not found. Dummy texture created.
000013.072|  463572.0000kb|    592.0000kb added| ALWAYS| Preload Announcements
000013.082|  463580.0000kb|      8.0000kb added| ALWAYS| ObjectManager_RegisterNetworkWorld()
000013.086|  463580.0000kb|      0.0000kb added| ALWAYS| FogOfWar::Init()
000013.091|  463764.0000kb|    184.0000kb added| ALWAYS| Gamma::CreateIAPI()
000013.096|  463752.0000kb|    -12.0000kb added| ALWAYS| SimulationClock->Init()
000013.407|  472688.0000kb|   8936.0000kb added|  ERROR| Failed to load mesh file name<Zed_Skin02_Q_Shuriken.sco>.
000013.408|  472688.0000kb|      0.0000kb added|  ERROR| Failed to load mesh file name<Zed_Skin02_Q_Shuriken.sco>.
000013.412|  472684.0000kb|     -4.0000kb added|  ERROR| Failed to load mesh file name<Zed_Skin02_Q_Shuriken.sco>.
000013.412|  472684.0000kb|      0.0000kb added|  ERROR| Failed to load mesh file name<Zed_Skin02_Q_Shuriken.sco>.
000013.447|  472684.0000kb|      0.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000013.749|  472692.0000kb|      8.0000kb added|  ERROR| Failed to load spell ini or script: "ZedUltFakeMissile"
000014.526|  485388.0000kb|  12696.0000kb added|  ERROR| Can not open file <Aatrox_impact_RGB.tga> *********
000014.526|  485388.0000kb|      0.0000kb added|  ERROR| Failed to load Aatrox_impact_RGB.tga
000014.526|  485388.0000kb|      0.0000kb added|   WARN| r3dTexture EX: Aatrox_impact_RGB.tga - not found. Dummy texture created.
000014.737|  488532.0000kb|   3144.0000kb added|  ERROR| Can not open file <MasterYi_SunderingStrikes.dds> *********
000014.737|  488532.0000kb|      0.0000kb added|  ERROR| Failed to load MasterYi_SunderingStrikes.dds
000014.738|  488532.0000kb|      0.0000kb added|   WARN| r3dTexture EX: MasterYi_SunderingStrikes.dds - not found. Dummy texture created.
000014.743|  488540.0000kb|      8.0000kb added|  ERROR| Can not open file <Aatrox_SunderingStrikes.dds> *********
000014.743|  488540.0000kb|      0.0000kb added|  ERROR| Failed to load Aatrox_SunderingStrikes.dds
000014.743|  488540.0000kb|      0.0000kb added|   WARN| r3dTexture EX: Aatrox_SunderingStrikes.dds - not found. Dummy texture created.
000014.887|  490100.0000kb|   1560.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000017.157|  525096.0000kb|  34996.0000kb added|  ERROR| Can not open file <MasterYi_LeapStrike.dds> *********
000017.157|  525096.0000kb|      0.0000kb added|  ERROR| Failed to load MasterYi_LeapStrike.dds
000017.157|  525096.0000kb|      0.0000kb added|   WARN| r3dTexture EX: MasterYi_LeapStrike.dds - not found. Dummy texture created.
000017.365|  528872.0000kb|   3776.0000kb added|  ERROR| Can not open file <MasterYi_WujuStyleActive.dds> *********
000017.365|  528872.0000kb|      0.0000kb added|  ERROR| Failed to load MasterYi_WujuStyleActive.dds
000017.365|  528872.0000kb|      0.0000kb added|   WARN| r3dTexture EX: MasterYi_WujuStyleActive.dds - not found. Dummy texture created.
000017.597|  535044.0000kb|   6172.0000kb added|  ERROR| Can not open file <color-wujusc.tga> *********
000017.597|  535044.0000kb|      0.0000kb added|  ERROR| Failed to load color-wujusc.tga
000017.597|  535044.0000kb|      0.0000kb added|   WARN| r3dTexture EX: color-wujusc.tga - not found. Dummy texture created.
000018.260|  544160.0000kb|   9116.0000kb added|  ERROR| Failed to load mesh file name<Darius_ZaunKnight_Smoke.sco>.
000018.264|  544160.0000kb|      0.0000kb added|  ERROR| Failed to load mesh file name<Darius_ZaunKnight_Smoke.sco>.
000018.266|  544160.0000kb|      0.0000kb added|  ERROR| Failed to load mesh file name<=Darius_ZaunKnight_Smoke.sco>.
000020.623|  574276.0968kb|  30116.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000020.624|  574292.0968kb|     16.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000020.722|  623072.0000kb|  48780.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000020.754|  641808.0000kb|  18736.0000kb added| ALWAYS| PKT_C2S_CharSelected sent
000020.754|  641808.0000kb|      0.0000kb added| ALWAYS| Start Main Loop
000020.755|  641856.0000kb|     48.0000kb added| ALWAYS| Waiting for all players to connect
000020.755|  641884.0032kb|     28.0000kb added| ALWAYS| Waiting for all players to connect end
000092.959|  584440.0000kb| -57444.0000kb added| ALWAYS| PKT_S2C_StartSpawn
000092.959|  584440.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000092.999|  584516.0968kb|     76.0000kb added| ALWAYS| Spawning champion (Zed) with skinID 1 on team 100 for clientID 0 and summonername (Only Minah) (is HUMAN PLAYER)
000093.000|  584520.0000kb|      4.0000kb added| ALWAYS| Hero Zed(1) created for Only Minah
000093.000|  584524.0032kb|      4.0000kb added| ALWAYS| Spawning heroes/minions
000093.030|  587260.0032kb|   2736.0000kb added| ALWAYS| Finished spawning heroes/minions
000093.530|  587260.0032kb|      0.0000kb added| ALWAYS| Creating Hero...
000093.580|  587260.0032kb|      0.0000kb added| ALWAYS| Spawning champion (Aatrox) with skinID 0 on team 100 for clientID 8 and summonername (lilshawny) (is HUMAN PLAYER)
000093.580|  587260.0032kb|      0.0000kb added| ALWAYS| Hero Aatrox(0) created for lilshawny
000094.642|  590520.0000kb|   3260.0000kb added| ALWAYS| Creating Hero...
000094.656|  590700.0032kb|    180.0000kb added| ALWAYS| Spawning champion (Leona) with skinID 0 on team 100 for clientID 9 and summonername (TSM OddKat) (is HUMAN PLAYER)
000094.656|  590700.0032kb|      0.0000kb added| ALWAYS| Hero Leona(0) created for TSM OddKat
000095.173|  593384.0000kb|   2684.0000kb added| ALWAYS| Creating Hero...
000095.205|  593392.0000kb|      8.0000kb added| ALWAYS| Spawning champion (Graves) with skinID 0 on team 100 for clientID 3 and summonername (WaTzabi) (is HUMAN PLAYER)
000095.205|  593392.0000kb|      0.0000kb added| ALWAYS| Hero Graves(0) created for WaTzabi
000095.713|  594084.0968kb|    692.0000kb added|  ERROR| Failed to load mesh file name<global_ss_exhaust_Spiral.scb>.
000095.720|  594348.0032kb|    264.0000kb added|  ERROR| Failed to load mesh file name<global_ss_exhaust_Spiral.scb>.
000095.721|  594352.0000kb|      4.0000kb added| ALWAYS| Creating Hero...
000095.725|  594624.0000kb|    272.0000kb added| ALWAYS| Spawning champion (MasterYi) with skinID 2 on team 100 for clientID 1 and summonername (TubbyMopho) (is HUMAN PLAYER)
000095.725|  594624.0000kb|      0.0000kb added| ALWAYS| Hero MasterYi(2) created for TubbyMopho
000095.734|  595480.0000kb|    856.0000kb added| ALWAYS| Creating Hero...
000095.736|  595504.0000kb|     24.0000kb added| ALWAYS| Spawning champion (Akali) with skinID 0 on team 200 for clientID 4 and summonername (ScarletMasterMay) (is HUMAN PLAYER)
000095.736|  595504.0000kb|      0.0000kb added| ALWAYS| Hero Akali(0) created for ScarletMasterMay
000096.237|  595504.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000096.255|  595528.0000kb|     24.0000kb added| ALWAYS| Spawning champion (Darius) with skinID 0 on team 200 for clientID 2 and summonername (thirty Garens) (is HUMAN PLAYER)
000096.337|  601692.0032kb|   6164.0000kb added| ALWAYS| Hero Darius(0) created for thirty Garens
000097.623|  621752.0000kb|  20060.0000kb added| ALWAYS| Creating Hero...
000097.624|  621800.0000kb|     48.0000kb added| ALWAYS| Spawning champion (Graves) with skinID 0 on team 200 for clientID 5 and summonername (ashen65) (is HUMAN PLAYER)
000097.624|  621800.0000kb|      0.0000kb added| ALWAYS| Hero Graves(0) created for ashen65
000097.625|  621800.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000097.684|  623396.0968kb|   1596.0000kb added| ALWAYS| Spawning champion (Lulu) with skinID 0 on team 200 for clientID 7 and summonername (lyxknight) (is HUMAN PLAYER)
000097.684|  623396.0968kb|      0.0000kb added| ALWAYS| Hero Lulu(0) created for lyxknight
000098.185|  623396.0968kb|      0.0000kb added| ALWAYS| Creating Hero...
000098.190|  623408.0000kb|     12.0000kb added| ALWAYS| Spawning champion (XinZhao) with skinID 5 on team 200 for clientID 6 and summonername (wgqi) (is HUMAN PLAYER)
000098.190|  623408.0000kb|      0.0000kb added| ALWAYS| Hero XinZhao(5) created for wgqi
000098.796|  627392.0000kb|   3984.0000kb added| ALWAYS| PKT_S2C_EndSpawn
000107.844|  627416.0000kb|     24.0000kb added| ALWAYS| PKT_StartGame
000108.089|  646420.0968kb|  19004.0000kb added| ALWAYS| PKT_StartGame Finished proccessing
000108.098|  646604.0032kb|    184.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Begin
000108.098|  646604.0032kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Update World
000108.100|  646604.0032kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuProcess
000108.100|  646604.0032kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDProcess
000108.100|  646608.0000kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Particle Simulation
000108.100|  646608.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FOWUpdate
000108.101|  646608.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP UpdateVis
000108.103|  647256.0000kb|    648.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000108.103|  647256.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000108.147|  654732.0032kb|   7476.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PostProcess
000108.147|  654732.0032kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP ApplyGamma
000108.147|  654752.0000kb|     20.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDDraw
000108.151|  655608.0000kb|    856.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuDraw
000108.245|  678976.0000kb|  23368.0000kb added| ALWAYS| GAMESTATE_GAMELOOP DrawSysInfo
000108.245|  678980.0968kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP MCommandDraw
000108.245|  678984.0000kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000108.245|  678988.0032kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP AudioUpdate
000108.245|  678992.0000kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP EndRender & EndFrame
000108.251|  663280.0000kb| -15712.0000kb added| ALWAYS| GAMESTATE_GAMELOOP End
000114.266|  767072.0000kb| 103792.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic_Button_Click
000114.346|  767072.0000kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic_Button_Release
000118.297|  754016.0000kb| -13056.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic_Button_Click
000118.369|  754024.0000kb|      8.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic_Button_Release
000118.431|  755060.0968kb|   1036.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic_Button_Click
